Feature ID,Clean          Feature Name,Target,Feature Type,Approval          Status,Approval Date
3804,Mehit,Ganymede,"Crater, craters",Approved,1985
3805,Mehseti Patera,Venus,"Patera, paterae",Approved,1997
3806,Meiboia Tholus,Venus,"Tholus, tholi",Approved,1997
3808,Meitner,Venus,"Crater, craters",Approved,1979
3807,Meitner,Moon,"Crater, craters",Approved,1970
11318,Meitner A,Moon,Satellite Feature,Approved,2006
11319,Meitner C,Moon,Satellite Feature,Approved,2006
11320,Meitner H,Moon,Satellite Feature,Approved,2006
11321,Meitner J,Moon,Satellite Feature,Approved,2006
11322,Meitner R,Moon,Satellite Feature,Approved,2006
3809,Melanie,Venus,"Crater, craters",Approved,1994
3810,Melanka,Venus,"Crater, craters",Approved,1997
3811,Melanthius,Tethys,"Crater, craters",Approved,1982
3812,Melas Chasma,Mars,"Chasma, chasmata",Approved,1973
3813,Melas Dorsa,Mars,"Dorsum, dorsa",Approved,1976
3814,Melas Fossae,Mars,"Fossa, fossae",Approved,1985
3815,Melas Labes,Mars,"Labes, labēs",Approved,1985
15437,Melas Mensa,Mars,"Mensa, mensae",Approved,"Nov 23, 2015"
3816,Melba,Venus,"Crater, craters",Approved,1994
3817,Melia Mons,Venus,"Mons, montes",Approved,1985
3818,Melina,Venus,"Crater, craters",Approved,1997
4090,Melisande,Eros,"Crater, craters",Approved,2003
3819,Melissa,Moon,"Crater, craters",Approved,1979
3820,Melkart,Ganymede,"Crater, craters",Approved,1979
3821,Mellish,Mars,"Crater, craters",Approved,1994
14330,Mellit,Mars,"Crater, craters",Approved,"Jan 18, 2008"
3822,Melo,Rhea,"Crater, craters",Approved,1982
16345,Melosh,Mars,"Crater, craters",Approved,"Oct 23, 2024"
15153,Melotte Regio,Ganymede,"Regio, regiones",Approved,"Jul 29, 2013"
14788,Melrhir Lacuna,Titan,"Lacuna, lacunae",Approved,"Dec 21, 2010"
3823,Melusine,Ariel,"Crater, craters",Approved,1988
3824,Melville,Mercury,"Crater, craters",Approved,1976
14445,Melyodas,Mimas,"Crater, craters",Approved,"Jul 14, 2008"
3825,Mem Loimis Mons,Venus,"Mons, montes",Approved,1997
3826,Memnonia,Mars,Albedo Feature,Approved,1958
3827,Memnonia Fossae,Mars,"Fossa, fossae",Approved,1973
3828,Memnonia Sulci,Mars,"Sulcus, sulci",Approved,1985
3829,Memphis Facula,Ganymede,"Facula, faculae",Approved,1985
3830,Mena,Mercury,"Crater, craters",Approved,1976
3831,Mena,Mars,"Crater, craters",Approved,1979
3832,Mena Colles,Venus,"Collis, colles",Approved,1994
3833,Menahka Patera,Io,"Patera, paterae",Approved,1985
3834,Menat Undae,Venus,"Unda, undae",Approved,1994
3836,Mendel,Mars,"Crater, craters",Approved,1973
3835,Mendel,Moon,"Crater, craters",Approved,1970
11323,Mendel B,Moon,Satellite Feature,Approved,2006
3837,Mendeleev,Moon,"Crater, craters",Approved,1961
11326,Mendeleev P,Moon,Satellite Feature,Approved,2006
11324,Mendel J,Moon,Satellite Feature,Approved,2006
14966,Mendelssohn,Mercury,"Crater, craters",Approved,"Apr 24, 2012"
11325,Mendel V,Moon,Satellite Feature,Approved,2006
3838,Mendes Pinto,Mercury,"Crater, craters",Approved,1976
3839,Mendota,Mars,"Crater, craters",Approved,1991
15828,Menec Fossae,Europa,"Fossa, fossae",Approved,"May 28, 2019"
3840,Menelaus,Moon,"Crater, craters",Approved,1935
11327,Menelaus A,Moon,Satellite Feature,Approved,2006
11328,Menelaus C,Moon,Satellite Feature,Approved,2006
11329,Menelaus D,Moon,Satellite Feature,Approved,2006
11330,Menelaus E,Moon,Satellite Feature,Approved,2006
14133,Menhit,Ganymede,"Crater, craters",Approved,2006
3841,Meni Tessera,Venus,"Tessera, tesserae",Approved,1985
3842,Menkerot Dorsa,Venus,"Dorsum, dorsa",Approved,2000
7025,Menrva,Titan,"Crater, craters",Approved,2006
6868,Mentha Mons,Venus,"Mons, montes",Dropped,1985
3843,Mentha Tholus,Venus,"Tholus, tholi",Approved,1997
3844,Mentor,Tethys,"Crater, craters",Approved,1982
3845,Mentu Patera,Io,"Patera, paterae",Approved,2003
3846,Menzel,Moon,"Crater, craters",Approved,1979
3847,Mera,Callisto,"Crater, craters",Approved,1979
3848,Merak Vallis,Venus,"Vallis, valles",Approved,1997
3849,Mercator,Moon,"Crater, craters",Approved,1935
11331,Mercator A,Moon,Satellite Feature,Approved,2006
11332,Mercator B,Moon,Satellite Feature,Approved,2006
11333,Mercator C,Moon,Satellite Feature,Approved,2006
11334,Mercator D,Moon,Satellite Feature,Approved,2006
11335,Mercator E,Moon,Satellite Feature,Approved,2006
11336,Mercator F,Moon,Satellite Feature,Approved,2006
11337,Mercator G,Moon,Satellite Feature,Approved,2006
11338,Mercator K,Moon,Satellite Feature,Approved,2006
11339,Mercator L,Moon,Satellite Feature,Approved,2006
11340,Mercator M,Moon,Satellite Feature,Approved,2006
3850,Mercurius,Moon,"Crater, craters",Approved,1935
11341,Mercurius A,Moon,Satellite Feature,Approved,2006
11342,Mercurius B,Moon,Satellite Feature,Approved,2006
11343,Mercurius C,Moon,Satellite Feature,Approved,2006
11344,Mercurius D,Moon,Satellite Feature,Approved,2006
11345,Mercurius E,Moon,Satellite Feature,Approved,2006
11346,Mercurius F,Moon,Satellite Feature,Approved,2006
11347,Mercurius G,Moon,Satellite Feature,Approved,2006
11348,Mercurius H,Moon,Satellite Feature,Approved,2006
11349,Mercurius J,Moon,Satellite Feature,Approved,2006
11350,Mercurius K,Moon,Satellite Feature,Approved,2006
11351,Mercurius L,Moon,Satellite Feature,Approved,2006
11352,Mercurius M,Moon,Satellite Feature,Approved,2006
3851,Meredith,Venus,"Crater, craters",Approved,1997
3852,Meri,Hyperion,"Crater, craters",Approved,1982
3853,Merian,Venus,"Crater, craters",Approved,1991
3854,Meridiani Planum,Mars,"Planum, plana",Approved,2003
15794,Meridiani Serpentes,Mars,"Serpens, serpentes",Approved,"Mar 07, 2019"
3855,Merisa Fluctus,Venus,"Fluctus, fluctūs",Approved,2000
3856,Merit Ptah,Venus,"Crater, craters",Approved,1994
3857,Merlin,Mimas,"Crater, craters",Approved,1982
14896,Merlock Montes,Titan,"Mons, montes",Approved,"Dec 05, 2011"
3858,Meroe,Mars,Albedo Feature,Approved,1958
3859,Meroe Patera,Mars,"Patera, paterae",Approved,1982
15944,Meropis Insula,Titan,"Insula, insulae",Approved,"Dec 14, 2020"
3860,Merrill,Moon,"Crater, craters",Approved,1970
11353,Merrill X,Moon,Satellite Feature,Approved,2006
11354,Merrill Y,Moon,Satellite Feature,Approved,2006
3861,Merrivale Linea,Europa,"Linea, lineae",Approved,2003
3862,Mersenius,Moon,"Crater, craters",Approved,1935
11355,Mersenius B,Moon,Satellite Feature,Approved,2006
11356,Mersenius C,Moon,Satellite Feature,Approved,2006
11357,Mersenius D,Moon,Satellite Feature,Approved,2006
11358,Mersenius E,Moon,Satellite Feature,Approved,2006
11359,Mersenius H,Moon,Satellite Feature,Approved,2006
11360,Mersenius J,Moon,Satellite Feature,Approved,2006
11361,Mersenius K,Moon,Satellite Feature,Approved,2006
11362,Mersenius L,Moon,Satellite Feature,Approved,2006
11363,Mersenius M,Moon,Satellite Feature,Approved,2006
11364,Mersenius N,Moon,Satellite Feature,Approved,2006
11365,Mersenius P,Moon,Satellite Feature,Approved,2006
11366,Mersenius R,Moon,Satellite Feature,Approved,2006
11367,Mersenius S,Moon,Satellite Feature,Approved,2006
11368,Mersenius U,Moon,Satellite Feature,Approved,2006
11369,Mersenius V,Moon,Satellite Feature,Approved,2006
11370,Mersenius W,Moon,Satellite Feature,Approved,2006
11371,Mersenius X,Moon,Satellite Feature,Approved,2006
11372,Mersenius Y,Moon,Satellite Feature,Approved,2006
11373,Mersenius Z,Moon,Satellite Feature,Approved,2006
3863,Mert Fluctus,Venus,"Fluctus, fluctūs",Approved,2000
3864,Mertseger Mons,Venus,"Mons, montes",Approved,1997
3865,Mesca Corona,Venus,"Corona, coronae",Approved,1994
3866,Meshcherskiy,Moon,"Crater, craters",Approved,1970
11374,Meshcherskiy K,Moon,Satellite Feature,Approved,2006
11375,Meshcherskiy X,Moon,Satellite Feature,Approved,2006
3867,Meskhent Tessera,Venus,"Tessera, tesserae",Approved,1985
3868,Messala,Moon,"Crater, craters",Approved,1935
11376,Messala A,Moon,Satellite Feature,Approved,2006
11377,Messala B,Moon,Satellite Feature,Approved,2006
11378,Messala C,Moon,Satellite Feature,Approved,2006
11379,Messala D,Moon,Satellite Feature,Approved,2006
11380,Messala E,Moon,Satellite Feature,Approved,2006
11381,Messala F,Moon,Satellite Feature,Approved,2006
11382,Messala G,Moon,Satellite Feature,Approved,2006
11383,Messala J,Moon,Satellite Feature,Approved,2006
11384,Messala K,Moon,Satellite Feature,Approved,2006
3869,Messier,Moon,"Crater, craters",Approved,1935
11385,Messier A,Moon,Satellite Feature,Approved,2006
11386,Messier B,Moon,Satellite Feature,Approved,2006
11387,Messier D,Moon,Satellite Feature,Approved,2006
11388,Messier E,Moon,Satellite Feature,Approved,2006
11389,Messier J,Moon,Satellite Feature,Approved,2006
11390,Messier L,Moon,Satellite Feature,Approved,2006
3870,Messina Chasmata,Titania,"Chasma, chasmata",Approved,1988
15445,Messor,Ceres,"Crater, craters",Approved,"Dec 04, 2015"
3871,Metelitsa Dorsa,Venus,"Dorsum, dorsa",Approved,1997
15776,Meteor Rupes,Mercury,"Rupes, rupēs",Approved,"Oct 19, 2018"
14360,Metiscus,Dione,"Crater, craters",Approved,"Mar 17, 2008"
14628,Metis Mons,Venus,"Mons, montes",Approved,"Dec 09, 2009"
3872,Metis Regio,Venus,"Regio, regiones",Dropped,1982
3873,Metius,Moon,"Crater, craters",Approved,1935
11391,Metius B,Moon,Satellite Feature,Approved,2006
11392,Metius C,Moon,Satellite Feature,Approved,2006
11393,Metius D,Moon,Satellite Feature,Approved,2006
11394,Metius E,Moon,Satellite Feature,Approved,2006
11395,Metius F,Moon,Satellite Feature,Approved,2006
11396,Metius G,Moon,Satellite Feature,Approved,2006
3874,Meton,Moon,"Crater, craters",Approved,1935
11397,Meton A,Moon,Satellite Feature,Approved,2006
11398,Meton B,Moon,Satellite Feature,Approved,2006
11399,Meton C,Moon,Satellite Feature,Approved,2006
11400,Meton D,Moon,Satellite Feature,Approved,2006
11401,Meton E,Moon,Satellite Feature,Approved,2006
11402,Meton F,Moon,Satellite Feature,Approved,2006
11403,Meton G,Moon,Satellite Feature,Approved,2006
11404,Meton W,Moon,Satellite Feature,Approved,2006
3875,Metra Corona,Venus,"Corona, coronae",Approved,1991
15219,Metrodora,Vesta,"Crater, craters",Approved,"Feb 05, 2014"
3878,Mezas Mate Chasma,Venus,"Chasma, chasmata",Approved,1985
14361,Mezentius,Dione,"Crater, craters",Approved,"Mar 17, 2008"
3876,Mezentsev,Moon,"Crater, craters",Approved,1970
11405,Mezentsev M,Moon,Satellite Feature,Approved,2006
11406,Mezentsev Q,Moon,Satellite Feature,Approved,2006
11407,Mezentsev S,Moon,Satellite Feature,Approved,2006
3877,Mezrina Patera,Venus,"Patera, paterae",Approved,2000
6987,Mezzoramia,Titan,Albedo Feature,Approved,2006
3879,Michabo Patera,Io,"Patera, paterae",Approved,2003
3880,Michael,Moon,"Crater, craters",Approved,1976
3881,Michelangelo,Mercury,"Crater, craters",Approved,1979
3882,Michelle,Venus,"Crater, craters",Approved,1994
3883,Michelson,Moon,"Crater, craters",Approved,1970
11408,Michelson G,Moon,Satellite Feature,Approved,2006
11409,Michelson H,Moon,Satellite Feature,Approved,2006
11410,Michelson V,Moon,Satellite Feature,Approved,2006
11411,Michelson W,Moon,Satellite Feature,Approved,2006
3884,Mickiewicz,Mercury,"Crater, craters",Approved,1976
14890,Micoud,Mars,"Crater, craters",Approved,"Nov 02, 2011"
3885,Middle Crescent,Moon,Astronaut-named features,Approved,1973
6973,Midir,Europa,"Crater, craters",Approved,2006
3886,Mie,Mars,"Crater, craters",Approved,1973
3887,Mielikki Mons,Venus,"Mons, montes",Approved,1997
3888,Migazesh Colles,Venus,"Collis, colles",Approved,2000
3889,Mihr Patera,Io,"Patera, paterae",Approved,1979
15503,Mikeli Tholus,Ceres,"Tholus, tholi",Approved,"Aug 22, 2016"
3890,Mikhaylova Patera,Venus,"Patera, paterae",Approved,1997
15998,Mikumi,Mars,"Crater, craters",Approved,"Aug 13, 2021"
3891,Mila,Mars,"Crater, craters",Approved,1976
3893,Milankovic,Mars,"Crater, craters",Approved,1973
3892,Milankovic,Moon,"Crater, craters",Approved,1970
11412,Milankovic E,Moon,Satellite Feature,Approved,2006
3894,Milda Mons,Venus,"Mons, montes",Approved,1991
3895,Mildred,Venus,"Crater, craters",Approved,1997
3896,Milford,Mars,"Crater, craters",Approved,1991
3897,Milichius,Moon,"Crater, craters",Approved,1935
11413,Milichius A,Moon,Satellite Feature,Approved,2006
11414,Milichius C,Moon,Satellite Feature,Approved,2006
11415,Milichius D,Moon,Satellite Feature,Approved,2006
11416,Milichius E,Moon,Satellite Feature,Approved,2006
11417,Milichius K,Moon,Satellite Feature,Approved,2006
3898,Millay,Venus,"Crater, craters",Approved,1991
3899,Miller,Moon,"Crater, craters",Approved,1935
11418,Miller A,Moon,Satellite Feature,Approved,2006
11419,Miller B,Moon,Satellite Feature,Approved,2006
11420,Miller C,Moon,Satellite Feature,Approved,2006
11421,Miller D,Moon,Satellite Feature,Approved,2006
11422,Miller E,Moon,Satellite Feature,Approved,2006
11423,Miller K,Moon,Satellite Feature,Approved,2006
3900,Millikan,Moon,"Crater, craters",Approved,1970
11424,Millikan B,Moon,Satellite Feature,Approved,2006
11425,Millikan J,Moon,Satellite Feature,Approved,2006
11426,Millikan Q,Moon,Satellite Feature,Approved,2006
11427,Millikan R,Moon,Satellite Feature,Approved,2006
3901,Millman,Mars,"Crater, craters",Approved,1994
3902,Millochau,Mars,"Crater, craters",Approved,1973
3903,Mills,Moon,"Crater, craters",Approved,1970
11428,Mills B,Moon,Satellite Feature,Approved,2006
11429,Mills C,Moon,Satellite Feature,Approved,2006
11430,Mills K,Moon,Satellite Feature,Approved,2006
11431,Mills R,Moon,Satellite Feature,Approved,2006
11432,Mills W,Moon,Satellite Feature,Approved,2006
14766,Milna,Mars,"Crater, craters",Approved,"Aug 12, 2010"
3904,Milne,Moon,"Crater, craters",Approved,1970
11433,Milne K,Moon,Satellite Feature,Approved,2006
11434,Milne L,Moon,Satellite Feature,Approved,2006
11435,Milne M,Moon,Satellite Feature,Approved,2006
11436,Milne N,Moon,Satellite Feature,Approved,2006
11437,Milne P,Moon,Satellite Feature,Approved,2006
11438,Milne Q,Moon,Satellite Feature,Approved,2006
3905,Milon,Iapetus,"Crater, craters",Approved,1982
3906,Milton,Mercury,"Crater, craters",Approved,1976
6869,Milton,Moon,"Crater, craters",Not Approved,-
3907,Mimir,Callisto,"Crater, craters",Approved,1979
3908,Min,Ganymede,"Crater, craters",Approved,1988
6997,Mindanao Facula,Titan,"Facula, faculae",Approved,2006
15047,Mindolluin Montes,Titan,"Mons, montes",Approved,"Nov 13, 2012"
3909,Minepa,Umbriel,"Crater, craters",Approved,1988
3910,Minerva Fossae,Venus,"Fossa, fossae",Approved,1985
15220,Minervina,Vesta,"Crater, craters",Approved,"Feb 05, 2014"
3911,Mineur,Moon,"Crater, craters",Approved,1970
11439,Mineur D,Moon,Satellite Feature,Approved,2006
11440,Mineur V,Moon,Satellite Feature,Approved,2006
11441,Mineur X,Moon,Satellite Feature,Approved,2006
3912,Minio Vallis,Mars,"Vallis, valles",Approved,1985
3913,Minkowski,Moon,"Crater, craters",Approved,1970
11442,Minkowski S,Moon,Satellite Feature,Approved,2006
3914,Minnaert,Moon,"Crater, craters",Approved,1970
11443,Minnaert C,Moon,Satellite Feature,Approved,2006
11444,Minnaert N,Moon,Satellite Feature,Approved,2006
11445,Minnaert W,Moon,Satellite Feature,Approved,2006
15971,Minokawa,Bennu,"Crater, craters",Approved,"Dec 18, 2020"
14338,Minona Corona,Venus,"Corona, coronae",Approved,"Mar 14, 2008"
3915,Minos Linea,Europa,"Linea, lineae",Approved,1979
3916,Minu Anni Tessera,Venus,"Tessera, tesserae",Approved,1997
14907,Minucia,Vesta,"Crater, craters",Approved,"Dec 27, 2011"
3917,Miovasu,Venus,"Crater, craters",Approved,1997
3918,Mir,Ganymede,"Crater, craters",Approved,1985
3919,Mirabeau,Venus,"Crater, craters",Approved,1994
3920,Miralaidji Corona,Venus,"Corona, coronae",Approved,1994
3921,Miriam,Venus,"Crater, craters",Approved,1994
16074,Mirissa,Mars,"Crater, craters",Approved,"May 18, 2022"
3922,Mirizir Corona,Venus,"Corona, coronae",Approved,2000
3923,Mirni Rupes,Mercury,"Rupes, rupēs",Approved,1976
3924,Mirtos,Mars,"Crater, craters",Approved,1988
16271,Mirzakhani,Moon,"Crater, craters",Approved,"Mar 04, 2024"
3925,Misharu,Ganymede,"Crater, craters",Approved,1985
6870,Misk,Mars,"Crater, craters",Dropped,1976
3926,Miskhor,Gaspra,"Crater, craters",Approved,1994
3927,Misne Chasma,Venus,"Chasma, chasmata",Approved,1985
14636,Misr Sulci,Enceladus,"Sulcus, sulci",Approved,"Feb 04, 2010"
3928,Mist Chasma,Venus,"Chasma, chasmata",Approved,1997
6871,Mist Fossae,Venus,"Fossa, fossae",Dropped,1985
3929,Mistral,Mercury,"Crater, craters",Approved,1976
3930,Mistretta,Mars,"Crater, craters",Approved,1991
15048,Misty Montes,Titan,"Mons, montes",Approved,"Nov 13, 2012"
3931,Mitchel,Mars,"Crater, craters",Approved,1973
3932,Mitchell,Moon,"Crater, craters",Approved,1935
11446,Mitchell B,Moon,Satellite Feature,Approved,2006
11447,Mitchell E,Moon,Satellite Feature,Approved,2006
3933,Mithra Patera,Io,"Patera, paterae",Approved,1985
15049,Mithrim Montes,Titan,"Mons, montes",Approved,"Nov 13, 2012"
3934,Miti Corona,Venus,"Corona, coronae",Approved,2000
3935,Mitra,Moon,"Crater, craters",Approved,1970
11448,Mitra A,Moon,Satellite Feature,Approved,2006
11449,Mitra J,Moon,Satellite Feature,Approved,2006
11450,Mitra Y,Moon,Satellite Feature,Approved,2006
3936,Mitsina,Callisto,"Crater, craters",Approved,1979
16214,Mixcoatl Fluctus,Io,"Fluctus, fluctūs",Approved,"May 15, 2023"
14548,Miyabaru,Itokawa,"Crater, craters",Approved,"Feb 18, 2009"
14326,Miyamoto,Mars,"Crater, craters",Approved,"Dec 18, 2007"
15640,Mlezi,Ceres,"Crater, craters",Approved,"Aug 11, 2017"
3937,Mliba,Mars,"Crater, craters",Approved,1991
3938,Mnemosyne Regio,Venus,"Regio, regiones",Dropped,1982
3939,Moab,Mars,Albedo Feature,Approved,1958
15015,Moanda,Mars,"Crater, craters",Approved,"Jul 05, 2012"
15349,Moa Valles,Mars,"Vallis, valles",Approved,"Jul 10, 2015"
4093,Mobius,Moon,"Crater, craters",Approved,1970
3940,Modi,Callisto,"Crater, craters",Approved,1979
3941,Modred,Mimas,"Crater, craters",Approved,1982
3942,Modron Corona,Venus,"Corona, coronae",Approved,2003
3943,Moeris Lacus,Mars,Albedo Feature,Approved,1958
3944,Mofolo,Mercury,"Crater, craters",Approved,1976
3945,Mohawk,Mars,"Crater, craters",Approved,1976
16028,Mohe,Mars,"Crater, craters",Approved,"Dec 03, 2021"
16033,Mohe Tholi,Mars,"Tholus, tholi",Approved,"Dec 03, 2021"
15043,Mohini Fluctus,Titan,"Fluctus, fluctūs",Approved,"Nov 13, 2012"
3946,Mohorovicic,Moon,"Crater, craters",Approved,1970
11451,Mohorovicic A,Moon,Satellite Feature,Approved,2006
11452,Mohorovicic D,Moon,Satellite Feature,Approved,2006
11453,Mohorovicic F,Moon,Satellite Feature,Approved,2006
11454,Mohorovicic R,Moon,Satellite Feature,Approved,2006
11455,Mohorovicic W,Moon,Satellite Feature,Approved,2006
11456,Mohorovicic Z,Moon,Satellite Feature,Approved,2006
3947,Moigno,Moon,"Crater, craters",Approved,1935
11457,Moigno A,Moon,Satellite Feature,Approved,2006
11458,Moigno B,Moon,Satellite Feature,Approved,2006
11459,Moigno C,Moon,Satellite Feature,Approved,2006
11460,Moigno D,Moon,Satellite Feature,Approved,2006
3948,Moira Tessera,Venus,"Tessera, tesserae",Approved,1985
3949,Moiseev,Moon,"Crater, craters",Approved,1970
11461,Moiseev S,Moon,Satellite Feature,Approved,2006
11462,Moiseev Z,Moon,Satellite Feature,Approved,2006
3950,Moissan,Moon,"Crater, craters",Approved,1976
3951,Mojave,Mars,"Crater, craters",Approved,2006
3952,Mokosha Mons,Venus,"Mons, montes",Approved,1985
3953,Molesworth,Mars,"Crater, craters",Approved,1973
3954,Moliere,Mercury,"Crater, craters",Approved,1976
3955,Molpadia Linea,Venus,"Linea, lineae",Approved,1982
3956,Molpe Colles,Venus,"Collis, colles",Approved,1991
3957,Moltke,Moon,"Crater, craters",Approved,1935
11463,Moltke A,Moon,Satellite Feature,Approved,2006
11464,Moltke B,Moon,Satellite Feature,Approved,2006
3958,Mommur Chasma,Oberon,"Chasma, chasmata",Approved,1988
15791,Momotaro,Ryugu,"Crater, craters",Approved,"Dec 19, 2018"
14903,Momoy,Titan,"Crater, craters",Approved,"Dec 23, 2011"
3959,Momu Coronae,Venus,"Corona, coronae",Approved,2003
3961,Monad Regio,Triton,"Regio, regiones",Approved,1991
3960,Mona Lisa,Venus,"Crater, craters",Approved,1991
3962,Monan Mons,Io,"Mons, montes",Approved,2006
3963,Monan Patera,Io,"Patera, paterae",Approved,1997
15430,Mondamin,Ceres,"Crater, craters",Approved,"Oct 15, 2015"
3964,Monet,Mercury,"Crater, craters",Approved,1979
3965,Monge,Moon,"Crater, craters",Approved,1935
3966,Mongibello Mons,Io,"Mons, montes",Approved,2000
15331,Moni,Mars,"Crater, craters",Approved,"Jun 29, 2015"
3967,Monika,Venus,"Crater, craters",Approved,1985
3968,Monira,Moon,"Crater, craters",Approved,1976
15144,Monk,Mercury,"Crater, craters",Approved,"Jun 18, 2013"
3969,Monoshi Tholus,Venus,"Tholus, tholi",Approved,2006
3970,Mons Agnes,Moon,"Mons, montes",Approved,1979
3971,Mons Ampere,Moon,"Mons, montes",Approved,1935
3972,Mons Andre,Moon,"Mons, montes",Approved,1976
3973,Mons Ardeshir,Moon,"Mons, montes",Approved,1976
3974,Mons Argaeus,Moon,"Mons, montes",Approved,1935
3975,Mons Bradley,Moon,"Mons, montes",Approved,1961
3976,Mons Delisle,Moon,"Mons, montes",Approved,1985
3977,Mons Dieter,Moon,"Mons, montes",Approved,1976
3978,Mons Dilip,Moon,"Mons, montes",Approved,1976
3979,Mons Esam,Moon,"Mons, montes",Approved,1979
6872,Mons Euler,Moon,"Mons, montes",Dropped,1976
3980,Mons Ganau,Moon,"Mons, montes",Approved,1976
3981,Mons Gruithuisen Delta,Moon,"Mons, montes",Approved,1976
3982,Mons Gruithuisen Gamma,Moon,"Mons, montes",Approved,1976
3983,Mons Hadley,Moon,"Mons, montes",Approved,1935
3984,Mons Hadley Delta,Moon,"Mons, montes",Approved,1935
3985,Mons Hansteen,Moon,"Mons, montes",Approved,1976
15989,Mons Heng,Moon,"Mons, montes",Approved,"May 19, 2021"
3986,Mons Herodotus,Moon,"Mons, montes",Approved,1976
15988,Mons Hua,Moon,"Mons, montes",Approved,"May 19, 2021"
3987,Mons Huygens,Moon,"Mons, montes",Approved,1961
3988,Mons La Hire,Moon,"Mons, montes",Approved,1935
15996,Mons Latreille,Moon,"Mons, montes",Approved,"May 19, 2021"
16338,Mons Malapert,Moon,"Mons, montes",Approved,"Aug 26, 2024"
3989,Mons Maraldi,Moon,"Mons, montes",Approved,1976
3990,Mons Moro,Moon,"Mons, montes",Approved,1976
16070,Mons Mouton,Moon,"Mons, montes",Approved,"May 13, 2022"
3991,Mons Penck,Moon,"Mons, montes",Approved,1976
3992,Mons Pico,Moon,"Mons, montes",Approved,1935
3993,Mons Piton,Moon,"Mons, montes",Approved,1935
3994,Mons Rumker,Moon,"Mons, montes",Approved,1935
16318,Mons Song,Moon,"Mons, montes",Approved,"Aug 06, 2024"
15785,Mons Tai,Moon,"Mons, montes",Approved,"Feb 04, 2019"
3995,Mons Usov,Moon,"Mons, montes",Approved,1979
3996,Mons Vinogradov,Moon,"Mons, montes",Approved,1979
3997,Mons Vitruvius,Moon,"Mons, montes",Approved,1976
3998,Mons Wolff,Moon,"Mons, montes",Approved,1961
3999,Mont,Ganymede,"Crater, craters",Approved,1997
6873,Montagu,Venus,"Crater, craters",Dropped,1994
6874,Montaigne,Moon,"Crater, craters",Not Approved,-
4001,Montanari,Moon,"Crater, craters",Approved,1935
11465,Montanari D,Moon,Satellite Feature,Approved,2006
11466,Montanari W,Moon,Satellite Feature,Approved,2006
4000,Mont Blanc,Moon,"Mons, montes",Approved,1935
16053,Montego Sinus,Titan,"Sinus, sinūs",Approved,"Apr 13, 2022"
4002,Montes Agricola,Moon,"Mons, montes",Approved,1976
4003,Montes Alpes,Moon,"Mons, montes",Approved,1935
4004,Montes Apenninus,Moon,"Mons, montes",Approved,1961
4005,Montes Archimedes,Moon,"Mons, montes",Approved,1976
4006,Montes Carpatus,Moon,"Mons, montes",Approved,1961
4007,Montes Caucasus,Moon,"Mons, montes",Approved,1961
4008,Montes Cordillera,Moon,"Mons, montes",Approved,1961
4009,Montes Haemus,Moon,"Mons, montes",Approved,1961
4010,Montes Harbinger,Moon,"Mons, montes",Approved,1961
4011,Montes Jura,Moon,"Mons, montes",Approved,1961
4012,Montes Pyrenaeus,Moon,"Mons, montes",Approved,1961
6875,Montesquieu,Moon,"Crater, craters",Not Approved,-
4013,Montes Recti,Moon,"Mons, montes",Approved,1961
11467,Montes Recti B,Moon,Satellite Feature,Approved,2006
4014,Montes Riphaeus,Moon,"Mons, montes",Approved,1961
4015,Montes Rook,Moon,"Mons, montes",Approved,1964
4016,Montes Secchi,Moon,"Mons, montes",Approved,1976
4020,Montessori,Venus,"Crater, craters",Approved,1985
4017,Montes Spitzbergen,Moon,"Mons, montes",Approved,1961
4018,Montes Taurus,Moon,"Mons, montes",Approved,1935
4019,Montes Teneriffe,Moon,"Mons, montes",Approved,1935
4021,Montevallo,Mars,"Crater, craters",Approved,1988
4022,Monteverdi,Mercury,"Crater, craters",Approved,1979
4023,Montez,Venus,"Crater, craters",Approved,1994
4024,Montgolfier,Moon,"Crater, craters",Approved,1970
11468,Montgolfier J,Moon,Satellite Feature,Approved,2006
11469,Montgolfier P,Moon,Satellite Feature,Approved,2006
11470,Montgolfier W,Moon,Satellite Feature,Approved,2006
11471,Montgolfier Y,Moon,Satellite Feature,Approved,2006
14512,Moody,Mercury,"Crater, craters",Approved,"Nov 20, 2008"
4025,Moombi Corona,Venus,"Corona, coronae",Approved,1997
4027,Moore,Venus,"Crater, craters",Approved,1994
4026,Moore,Moon,"Crater, craters",Approved,1970
11472,Moore F,Moon,Satellite Feature,Approved,2006
11473,Moore L,Moon,Satellite Feature,Approved,2006
4028,Mopsa,Titania,"Crater, craters",Approved,1988
4029,Mopsus,Phoebe,"Crater, craters",Approved,2006
4030,Mor,Ganymede,"Crater, craters",Approved,1979
4031,Morana Chasma,Venus,"Chasma, chasmata",Approved,1985
14449,Morava Valles,Mars,"Vallis, valles",Approved,"Jul 17, 2008"
15289,Moray Sinus,Titan,"Sinus, sinūs",Approved,"Jan 19, 2015"
4032,Moree,Gaspra,"Crater, craters",Approved,1994
4033,Morella,Mars,"Crater, craters",Approved,2006
4034,Moretus,Moon,"Crater, craters",Approved,1935
11474,Moretus A,Moon,Satellite Feature,Approved,2006
11475,Moretus C,Moon,Satellite Feature,Approved,2006
4035,Moreux,Mars,"Crater, craters",Approved,1973
4036,Morgan,Mimas,"Crater, craters",Approved,1982
